clinic_id,item_id,current_stock_units,weekly_consumption,days_of_stock_remaining,nearest_expiry_date,days_to_expiry,stockout_flag,expiry_risk_flag,priority_score,demo_subset,_data_provenance
CL-0247,MED_RDT_MAL,225,36,43.8,11/11/2027,458,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0247,MED_DENGUE_SUP,99,15,46.2,6/6/2027,300,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0247,MED_RDT_DEN,84,24,24.5,5/19/2027,282,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0247,MED_ORS,12,20,4.2,11/14/2027,461,TRUE,FALSE,0.62,FALSE,proxy_synthetic
CL-0247,MED_CHOLERA_KIT,17,5,23.8,4/16/2028,615,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0247,VAC_OCV,77,11,49.0,4/21/2027,254,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0247,VAC_MEASLES,61,7,61.0,10/28/2026,79,FALSE,TRUE,0.49,FALSE,proxy_synthetic
CL-0247,VAC_OPV,58,8,50.8,12/31/2026,143,FALSE,TRUE,0.32,TRUE,proxy_synthetic
CL-0247,VAC_PENTA,22,6,25.7,1/22/2028,530,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0247,VAC_TT,2,6,2.3,4/29/2028,628,TRUE,FALSE,0.83,FALSE,proxy_synthetic
CL-0247,MED_ANTIVENOM,7,1,49.0,5/26/2027,289,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0247,MED_SNAKE_ANTIVENOM,13,2,45.5,12/14/2026,126,FALSE,TRUE,0.38,FALSE,proxy_synthetic
CL-0247,MED_SNAKE_WOUND,27,3,63.0,4/10/2028,609,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0247,MED_OXYTOCIN,19,3,44.3,6/26/2028,686,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0247,MED_METFORMIN,54,11,34.4,12/11/2026,123,FALSE,TRUE,0.36,TRUE,proxy_synthetic
CL-0247,MED_GLUCOSE,18,3,42.0,1/21/2027,164,FALSE,TRUE,0.25,FALSE,proxy_synthetic
CL-0247,MED_VIT_A,36,5,50.4,7/10/2028,700,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0247,MED_MUAC_KIT,6,2,21.0,3/17/2027,219,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0247,MED_ZINC_MAL,39,11,24.8,4/10/2027,243,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0248,MED_ACT,513,80,44.9,9/25/2027,411,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0248,MED_RDT_MAL,185,259,5.0,5/14/2027,277,TRUE,FALSE,0.6,TRUE,proxy_synthetic
CL-0248,MED_DENGUE_SUP,605,71,59.6,1/30/2027,173,FALSE,TRUE,0.22,TRUE,proxy_synthetic
CL-0248,MED_RDT_DEN,28,76,2.6,4/20/2027,253,TRUE,FALSE,0.78,FALSE,proxy_synthetic
CL-0248,MED_ORS,572,100,40.0,1/30/2028,538,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0248,MED_CHOLERA_KIT,137,19,50.5,3/23/2028,591,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0248,VAC_OCV,324,61,37.2,11/11/2027,458,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0248,VAC_MEASLES,165,33,35.0,6/19/2028,679,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0248,VAC_OPV,147,27,38.1,5/19/2027,282,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0248,VAC_PENTA,250,33,53.0,6/15/2027,309,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0248,VAC_TT,99,20,34.6,10/16/2027,432,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0248,MED_ANTIVENOM,26,5,36.4,8/17/2027,372,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0248,MED_SNAKE_ANTIVENOM,49,8,42.9,12/8/2026,120,FALSE,TRUE,0.36,FALSE,proxy_synthetic
CL-0248,MED_SNAKE_WOUND,80,12,46.7,5/9/2028,638,FALSE,FALSE,0.24,TRUE,proxy_synthetic
CL-0248,MED_OXYTOCIN,112,17,46.1,12/1/2027,478,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0248,MED_METFORMIN,143,48,20.9,3/25/2027,227,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0248,MED_GLUCOSE,47,18,18.3,7/31/2027,355,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0248,MED_VIT_A,225,31,50.8,6/22/2028,682,FALSE,FALSE,0.27,TRUE,proxy_synthetic
CL-0248,MED_MUAC_KIT,96,14,48.0,2/16/2028,555,FALSE,FALSE,0.35,TRUE,proxy_synthetic
CL-0248,MED_ZINC_MAL,23,59,2.7,8/2/2028,723,TRUE,FALSE,0.76,TRUE,proxy_synthetic
CL-0248,VAC_HEPB,80,11,50.9,2/4/2027,178,FALSE,TRUE,0.23,FALSE,proxy_synthetic
CL-0248,VAC_BCG,145,17,59.7,12/3/2026,115,FALSE,TRUE,0.39,TRUE,proxy_synthetic
CL-0248,VAC_MR,83,20,29.1,11/9/2027,456,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0248,MED_TETANUS,60,8,52.5,10/26/2026,77,FALSE,TRUE,0.48,FALSE,proxy_synthetic
CL-0248,MED_DIABETES_INSULIN,61,16,26.7,7/18/2027,342,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0248,MED_GLIBENCLAMIDE,183,26,49.3,10/16/2026,67,FALSE,TRUE,0.5,FALSE,proxy_synthetic
CL-0248,MED_GLUCAGON,15,2,52.5,8/1/2027,356,FALSE,FALSE,0.34,TRUE,proxy_synthetic
CL-0248,MED_RUTF,206,26,55.5,1/15/2028,523,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0248,MED_F75,44,5,61.6,9/3/2027,389,FALSE,FALSE,0.31,TRUE,proxy_synthetic
CL-0248,MED_F100,5,7,5.0,6/10/2027,304,TRUE,FALSE,0.61,TRUE,proxy_synthetic
CL-0248,MED_THERAPEUTIC_FEED,65,7,65.0,4/21/2027,254,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0249,MED_ACT,185,24,54.0,3/22/2028,590,FALSE,FALSE,0.24,TRUE,proxy_synthetic
CL-0249,MED_RDT_MAL,11,43,1.8,2/2/2027,176,TRUE,TRUE,0.87,FALSE,proxy_synthetic
CL-0249,MED_DENGUE_SUP,31,10,21.7,5/22/2027,285,FALSE,FALSE,0.32,TRUE,proxy_synthetic
CL-0249,MED_RDT_DEN,52,17,21.4,12/24/2027,501,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0249,MED_ORS,105,16,45.9,5/5/2028,634,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0249,MED_CHOLERA_KIT,32,4,56.0,6/26/2028,686,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0249,VAC_OCV,69,11,43.9,8/9/2027,364,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0249,VAC_MEASLES,18,6,21.0,4/19/2028,618,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0249,VAC_OPV,30,8,26.2,3/23/2027,225,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0249,VAC_PENTA,34,6,39.7,4/9/2027,242,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0249,VAC_TT,13,3,30.3,12/3/2027,480,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0249,MED_ANTIVENOM,5,1,35.0,4/21/2027,254,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0249,MED_SNAKE_ANTIVENOM,6,1,42.0,12/24/2026,136,FALSE,TRUE,0.31,FALSE,proxy_synthetic
CL-0249,MED_SNAKE_WOUND,7,2,24.5,11/5/2027,452,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0249,MED_OXYTOCIN,26,3,60.7,5/28/2027,291,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0249,MED_METFORMIN,1,8,0.9,7/4/2027,328,TRUE,FALSE,0.9,FALSE,proxy_synthetic
CL-0249,MED_GLUCOSE,9,3,21.0,6/29/2027,323,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0249,MED_VIT_A,1,4,1.8,10/27/2027,443,TRUE,FALSE,0.83,TRUE,proxy_synthetic
CL-0249,MED_MUAC_KIT,13,2,45.5,3/19/2028,587,FALSE,FALSE,0.26,TRUE,proxy_synthetic
CL-0249,MED_ZINC_MAL,24,9,18.7,3/12/2027,214,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0250,MED_ACT,135,23,41.1,5/24/2028,653,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0250,MED_RDT_MAL,19,37,3.6,7/30/2027,354,TRUE,FALSE,0.69,FALSE,proxy_synthetic
CL-0250,MED_DENGUE_SUP,89,12,51.9,7/13/2027,337,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0250,MED_RDT_DEN,9,15,4.2,11/7/2027,454,TRUE,FALSE,0.67,FALSE,proxy_synthetic
CL-0250,MED_ORS,4,15,1.9,5/16/2027,279,TRUE,FALSE,0.84,FALSE,proxy_synthetic
CL-0250,MED_CHOLERA_KIT,15,3,35.0,11/15/2026,97,FALSE,TRUE,0.44,TRUE,proxy_synthetic
CL-0250,VAC_OCV,50,8,43.8,7/4/2027,328,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0250,VAC_MEASLES,42,5,58.8,11/24/2027,471,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0250,VAC_OPV,25,6,29.2,6/6/2027,300,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0250,VAC_PENTA,26,5,36.4,1/6/2027,149,FALSE,TRUE,0.28,FALSE,proxy_synthetic
CL-0250,VAC_TT,1,4,1.8,11/9/2026,91,TRUE,TRUE,0.95,FALSE,proxy_synthetic
CL-0250,MED_ANTIVENOM,4,1,28.0,4/21/2028,620,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0250,MED_SNAKE_ANTIVENOM,8,2,28.0,12/7/2027,484,FALSE,FALSE,0.21,TRUE,proxy_synthetic
CL-0250,MED_SNAKE_WOUND,20,3,46.7,8/12/2027,367,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0250,MED_OXYTOCIN,16,3,37.3,4/22/2028,621,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0250,MED_METFORMIN,45,8,39.4,5/8/2027,271,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0250,MED_GLUCOSE,16,3,37.3,10/1/2027,417,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0250,MED_VIT_A,33,6,38.5,3/22/2027,224,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0250,MED_MUAC_KIT,17,2,59.5,8/3/2027,358,FALSE,FALSE,0.35,TRUE,proxy_synthetic
CL-0250,MED_ZINC_MAL,79,9,61.4,8/4/2027,359,FALSE,FALSE,0.26,TRUE,proxy_synthetic
CL-0251,MED_ACT,113,22,36.0,6/19/2027,313,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0251,MED_RDT_MAL,22,53,2.9,10/11/2027,427,TRUE,FALSE,0.72,TRUE,proxy_synthetic
CL-0251,MED_DENGUE_SUP,77,17,31.7,9/10/2027,396,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0251,MED_RDT_DEN,74,17,30.5,11/8/2026,90,FALSE,TRUE,0.45,FALSE,proxy_synthetic
CL-0251,MED_ORS,211,24,61.5,12/18/2027,495,FALSE,FALSE,0.32,TRUE,proxy_synthetic
CL-0251,MED_CHOLERA_KIT,23,4,40.2,1/22/2028,530,FALSE,FALSE,0.26,TRUE,proxy_synthetic
CL-0251,VAC_OCV,90,14,45.0,1/30/2027,173,FALSE,TRUE,0.25,FALSE,proxy_synthetic
CL-0251,VAC_MEASLES,23,7,23.0,11/4/2027,451,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0251,VAC_OPV,5,7,5.0,1/5/2027,148,TRUE,TRUE,0.65,FALSE,proxy_synthetic
CL-0251,VAC_PENTA,29,5,40.6,3/19/2027,221,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0251,VAC_TT,32,6,37.3,1/15/2027,158,FALSE,TRUE,0.26,FALSE,proxy_synthetic
CL-0251,MED_ANTIVENOM,7,1,49.0,11/10/2027,457,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0251,MED_SNAKE_ANTIVENOM,1,2,3.5,5/2/2027,265,TRUE,FALSE,0.73,TRUE,proxy_synthetic
CL-0251,MED_SNAKE_WOUND,16,2,56.0,9/8/2027,394,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0251,MED_OXYTOCIN,2,3,4.7,10/10/2027,426,TRUE,FALSE,0.59,FALSE,proxy_synthetic
CL-0251,MED_METFORMIN,64,12,37.3,8/2/2028,723,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0251,MED_GLUCOSE,25,5,35.0,5/4/2028,633,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0251,MED_VIT_A,33,5,46.2,6/22/2028,682,FALSE,FALSE,0.28,TRUE,proxy_synthetic
CL-0251,MED_MUAC_KIT,25,3,58.3,2/6/2028,545,FALSE,FALSE,0.33,TRUE,proxy_synthetic
CL-0251,MED_ZINC_MAL,102,14,51.0,11/3/2026,85,FALSE,TRUE,0.47,FALSE,proxy_synthetic
CL-0252,MED_ACT,459,78,41.2,2/12/2028,551,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0252,MED_RDT_MAL,967,179,37.8,1/16/2027,159,FALSE,TRUE,0.29,FALSE,proxy_synthetic
CL-0252,MED_DENGUE_SUP,33,46,5.0,9/11/2027,397,TRUE,FALSE,0.61,TRUE,proxy_synthetic
CL-0252,MED_RDT_DEN,22,64,2.4,8/15/2027,370,TRUE,FALSE,0.79,FALSE,proxy_synthetic
CL-0252,MED_ORS,361,87,29.0,1/5/2028,513,FALSE,FALSE,0.31,TRUE,proxy_synthetic
CL-0252,MED_CHOLERA_KIT,120,16,52.5,5/24/2027,287,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0252,VAC_OCV,31,45,4.8,12/19/2026,131,TRUE,TRUE,0.74,TRUE,proxy_synthetic
CL-0252,VAC_MEASLES,206,23,62.7,11/10/2027,457,FALSE,FALSE,0.26,TRUE,proxy_synthetic
CL-0252,VAC_OPV,295,32,64.5,5/2/2027,265,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0252,VAC_PENTA,86,20,30.1,4/23/2028,622,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0252,VAC_TT,6,16,2.6,1/14/2028,522,TRUE,FALSE,0.76,TRUE,proxy_synthetic
CL-0252,MED_ANTIVENOM,21,4,36.8,8/30/2027,385,FALSE,FALSE,0.34,TRUE,proxy_synthetic
CL-0252,MED_SNAKE_ANTIVENOM,23,5,32.2,1/1/2028,509,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0252,MED_SNAKE_WOUND,8,10,5.6,5/28/2028,657,TRUE,FALSE,0.55,FALSE,proxy_synthetic
CL-0252,MED_OXYTOCIN,107,12,62.4,10/3/2027,419,FALSE,FALSE,0.28,TRUE,proxy_synthetic
CL-0252,MED_METFORMIN,155,27,40.2,10/28/2027,444,FALSE,FALSE,0.27,TRUE,proxy_synthetic
CL-0252,MED_GLUCOSE,64,14,32.0,1/26/2027,169,FALSE,TRUE,0.22,FALSE,proxy_synthetic
CL-0252,MED_VIT_A,165,22,52.5,4/26/2027,259,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0252,MED_MUAC_KIT,80,10,56.0,6/21/2028,681,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0252,MED_ZINC_MAL,125,39,22.4,2/6/2028,545,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0252,VAC_HEPB,76,9,59.1,2/6/2028,545,FALSE,FALSE,0.3,TRUE,proxy_synthetic
CL-0252,VAC_BCG,92,12,53.7,12/19/2026,131,FALSE,TRUE,0.33,FALSE,proxy_synthetic
CL-0252,VAC_MR,66,11,42.0,7/9/2028,699,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0252,MED_TETANUS,23,7,23.0,6/13/2027,307,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0252,MED_DIABETES_INSULIN,57,12,33.2,5/14/2027,277,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0252,MED_GLIBENCLAMIDE,138,23,42.0,9/23/2027,409,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0252,MED_GLUCAGON,1,2,3.5,1/10/2028,518,TRUE,FALSE,0.72,TRUE,proxy_synthetic
CL-0252,MED_RUTF,51,18,19.8,7/7/2027,331,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0252,MED_F75,27,5,37.8,5/31/2027,294,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0252,MED_F100,16,5,22.4,1/15/2027,158,FALSE,TRUE,0.27,FALSE,proxy_synthetic
CL-0252,MED_THERAPEUTIC_FEED,47,6,54.8,7/26/2027,350,FALSE,FALSE,0.29,TRUE,proxy_synthetic
CL-0253,MED_ACT,60,16,26.2,7/21/2027,345,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0253,MED_RDT_MAL,185,45,28.8,5/14/2027,277,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0253,MED_DENGUE_SUP,129,15,60.2,3/20/2027,222,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0253,MED_RDT_DEN,5,20,1.8,7/5/2027,329,TRUE,FALSE,0.83,FALSE,proxy_synthetic
CL-0253,MED_ORS,43,16,18.8,8/31/2027,386,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0253,MED_CHOLERA_KIT,33,4,57.8,6/18/2028,678,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0253,VAC_OCV,88,10,61.6,5/13/2028,642,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0253,VAC_MEASLES,38,7,38.0,8/17/2027,372,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0253,VAC_OPV,3,7,3.0,5/18/2027,281,TRUE,FALSE,0.78,FALSE,proxy_synthetic
CL-0253,VAC_PENTA,30,5,42.0,6/17/2028,677,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0253,VAC_TT,26,5,36.4,10/16/2027,432,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0253,MED_ANTIVENOM,1,2,3.5,5/22/2028,651,TRUE,FALSE,0.71,FALSE,proxy_synthetic
CL-0253,MED_SNAKE_ANTIVENOM,11,2,38.5,1/17/2027,160,FALSE,TRUE,0.23,TRUE,proxy_synthetic
CL-0253,MED_SNAKE_WOUND,18,3,42.0,7/11/2028,701,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0253,MED_OXYTOCIN,15,3,35.0,8/18/2027,373,FALSE,FALSE,0.3,TRUE,proxy_synthetic
CL-0253,MED_METFORMIN,24,9,18.7,12/6/2026,118,FALSE,TRUE,0.35,FALSE,proxy_synthetic
CL-0253,MED_GLUCOSE,15,4,26.2,6/24/2027,318,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0253,MED_VIT_A,36,6,42.0,2/2/2027,176,FALSE,TRUE,0.23,FALSE,proxy_synthetic
CL-0253,MED_MUAC_KIT,11,2,38.5,4/20/2028,619,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0253,MED_ZINC_MAL,68,9,52.9,6/8/2027,302,FALSE,FALSE,0.28,TRUE,proxy_synthetic
CL-0254,MED_ACT,74,20,25.9,10/17/2027,433,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0254,MED_RDT_MAL,20,28,5.0,8/26/2027,381,TRUE,FALSE,0.59,FALSE,proxy_synthetic
CL-0254,MED_DENGUE_SUP,52,14,26.0,11/20/2027,467,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0254,MED_RDT_DEN,64,15,29.9,9/2/2027,388,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0254,MED_ORS,6,16,2.6,9/6/2027,392,TRUE,FALSE,0.82,TRUE,proxy_synthetic
CL-0254,MED_CHOLERA_KIT,17,3,39.7,1/2/2028,510,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0254,VAC_OCV,3,9,2.3,5/10/2028,639,TRUE,FALSE,0.81,TRUE,proxy_synthetic
CL-0254,VAC_MEASLES,28,5,39.2,3/21/2028,589,FALSE,FALSE,0.21,TRUE,proxy_synthetic
CL-0254,VAC_OPV,45,5,63.0,4/6/2027,239,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0254,VAC_PENTA,30,5,42.0,3/15/2028,583,FALSE,FALSE,0.31,TRUE,proxy_synthetic
CL-0254,VAC_TT,14,4,24.5,10/21/2027,437,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0254,MED_ANTIVENOM,6,1,42.0,5/12/2027,275,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0254,MED_SNAKE_ANTIVENOM,5,1,35.0,6/10/2028,670,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0254,MED_SNAKE_WOUND,6,2,21.0,6/20/2028,680,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0254,MED_OXYTOCIN,18,3,42.0,9/11/2027,397,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0254,MED_METFORMIN,36,6,42.0,1/6/2028,514,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0254,MED_GLUCOSE,24,3,56.0,1/6/2027,149,FALSE,TRUE,0.3,FALSE,proxy_synthetic
CL-0254,MED_VIT_A,3,4,5.2,1/20/2027,163,TRUE,TRUE,0.68,FALSE,proxy_synthetic
CL-0254,MED_MUAC_KIT,1,2,3.5,6/24/2027,318,TRUE,FALSE,0.72,FALSE,proxy_synthetic
CL-0254,MED_ZINC_MAL,55,7,55.0,4/1/2027,234,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0255,MED_ACT,268,54,34.7,7/7/2027,331,FALSE,FALSE,0.24,TRUE,proxy_synthetic
CL-0255,MED_RDT_MAL,652,82,55.7,7/20/2027,344,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0255,MED_DENGUE_SUP,131,38,24.1,1/7/2028,515,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0255,MED_RDT_DEN,33,42,5.5,3/17/2027,219,TRUE,FALSE,0.6,TRUE,proxy_synthetic
CL-0255,MED_ORS,318,49,45.4,9/11/2027,397,FALSE,FALSE,0.26,TRUE,proxy_synthetic
CL-0255,MED_CHOLERA_KIT,64,10,44.8,4/27/2028,626,FALSE,FALSE,0.35,TRUE,proxy_synthetic
CL-0255,VAC_OCV,107,18,41.6,10/18/2027,434,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0255,VAC_MEASLES,57,10,39.9,4/24/2027,257,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0255,VAC_OPV,71,16,31.1,5/26/2027,289,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0255,VAC_PENTA,119,14,59.5,3/16/2027,218,FALSE,FALSE,0.26,TRUE,proxy_synthetic
CL-0255,VAC_TT,65,10,45.5,12/24/2026,136,FALSE,TRUE,0.33,TRUE,proxy_synthetic
CL-0255,MED_ANTIVENOM,14,2,49.0,10/31/2026,82,FALSE,TRUE,0.47,FALSE,proxy_synthetic
CL-0255,MED_SNAKE_ANTIVENOM,33,4,57.8,1/24/2028,532,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0255,MED_SNAKE_WOUND,1,4,1.8,12/8/2027,485,TRUE,FALSE,0.82,FALSE,proxy_synthetic
CL-0255,MED_OXYTOCIN,50,6,58.3,12/28/2027,505,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0255,MED_METFORMIN,91,21,30.3,8/12/2027,367,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0255,MED_GLUCOSE,24,9,18.7,6/1/2028,661,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0255,MED_VIT_A,57,14,28.5,4/20/2027,253,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0255,MED_MUAC_KIT,28,6,32.7,11/20/2027,467,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0255,MED_ZINC_MAL,99,32,21.7,3/13/2027,215,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0255,VAC_HEPB,32,6,37.3,4/18/2028,617,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0255,VAC_BCG,50,10,35.0,10/24/2026,75,FALSE,TRUE,0.48,FALSE,proxy_synthetic
CL-0255,VAC_MR,5,10,3.5,5/24/2028,653,TRUE,FALSE,0.71,FALSE,proxy_synthetic
CL-0255,MED_TETANUS,28,3,65.3,8/20/2027,375,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0255,MED_DIABETES_INSULIN,3,8,2.6,6/5/2027,299,TRUE,FALSE,0.73,TRUE,proxy_synthetic
CL-0255,MED_GLIBENCLAMIDE,99,11,63.0,1/23/2027,166,FALSE,TRUE,0.24,FALSE,proxy_synthetic
CL-0255,MED_GLUCAGON,9,1,63.0,11/9/2026,91,FALSE,TRUE,0.44,FALSE,proxy_synthetic
CL-0255,MED_RUTF,113,13,60.8,12/20/2026,132,FALSE,TRUE,0.35,FALSE,proxy_synthetic
CL-0255,MED_F75,27,3,63.0,5/1/2028,630,FALSE,FALSE,0.31,TRUE,proxy_synthetic
CL-0255,MED_F100,11,2,38.5,4/23/2027,256,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0255,MED_THERAPEUTIC_FEED,10,2,35.0,9/5/2027,391,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0256,MED_ACT,3,23,0.9,3/14/2027,216,TRUE,FALSE,0.9,FALSE,proxy_synthetic
CL-0256,MED_RDT_MAL,529,62,59.7,9/19/2027,405,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0256,MED_DENGUE_SUP,131,16,57.3,10/26/2027,442,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0256,MED_RDT_DEN,144,19,53.1,9/7/2027,393,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0256,MED_ORS,136,28,34.0,11/15/2026,97,FALSE,TRUE,0.44,TRUE,proxy_synthetic
CL-0256,MED_CHOLERA_KIT,20,6,23.3,4/30/2027,263,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0256,VAC_OCV,42,13,22.6,1/6/2027,149,FALSE,TRUE,0.31,FALSE,proxy_synthetic
CL-0256,VAC_MEASLES,21,6,24.5,9/26/2027,412,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0256,VAC_OPV,31,10,21.7,4/25/2027,258,FALSE,FALSE,0.3,TRUE,proxy_synthetic
CL-0256,VAC_PENTA,51,8,44.6,5/20/2027,283,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0256,VAC_TT,44,6,51.3,3/14/2027,216,FALSE,FALSE,0.29,TRUE,proxy_synthetic
CL-0256,MED_ANTIVENOM,9,1,63.0,11/18/2027,465,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0256,MED_SNAKE_ANTIVENOM,7,2,24.5,1/31/2027,174,FALSE,TRUE,0.21,FALSE,proxy_synthetic
