clinic_id,clinic_name,clinic_name_mya,facility_level,bed_class,state_region_pcode,state_region,district_pcode,district,township_pcode,township,confidence,latitude,longitude,institutional_delivery_rate,skilled_birth_attendance_rate,full_vaccination_rate,current_stock_days_remaining,population_served,road_access_flag,_data_provenance
CL-0183,Min Wun Station Hospital,မင်းဝန်,Station,16,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010015,Myittha,high confidence,21.49310900000006,96.01965000000007,0.251,0.264,0.555,17,448,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0184,Gway Station Hospital,ဂွေ့တိုက်နယ်ဆေးရုံ,Station,NA,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010015,Myittha,bestGuess,21.496300000000076,96.02503000000007,0.119,0.21,0.49,11,366,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0185,Tada-U Township Hospital,တံတားဦးမြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010016,Tada-U,high confidence,21.81664200000006,95.96736400000003,0.202,0.171,0.488,3,1715,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0186,Thein Ni Kan Station Hospital,သိန္ဒီကန်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010016,Tada-U,high confidence,21.581180000000074,95.90792500000003,0.343,0.171,0.51,3,505,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0187,Taung Pyone Station Hospital,တောင်ပြုံးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010016,Tada-U,high confidence,21.719047684525197,95.83758607619828,0.2,0.159,0.565,11,389,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0188,Nyaung Wun Station Hospital,ညောင်ဝန်းတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010016,Tada-U,high confidence,21.491786000000047,95.96785800000004,0.273,0.144,0.522,24,278,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0189,Myingyan General Hospital,မြင်းခြံပြည်သူ့ဆေးရုံ,General,100,MMR010,Mandalay,MMR010D004,Myingyan,MMR010017,Myingyan,high confidence,21.474798000000078,95.38934300000005,0.229,0.125,0.514,15,3367,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0190,San Myeik Khone Station Hospital,ဆံမြိတ်ခုံတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D004,Myingyan,MMR010017,Myingyan,bestGuess,21.73473800000005,95.42438800000008,0.222,0.147,0.595,14,345,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0191,Hta Naung Taing Station Hospital,ထနောင်းတိုင်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D004,Myingyan,MMR010017,Myingyan,high confidence,21.397489000000064,95.31043600000004,0.184,0.112,0.62,7,615,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0192,Yon Htoe Station Hospital,ယုံတိုးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D004,Myingyan,MMR010017,Myingyan,high confidence,21.541027000000042,95.53525100000007,0.177,0.081,0.544,16,336,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0193,Taungtha Township Hospital,တောင်သာမြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,high confidence,21.26816800000006,95.44930800000009,0.155,0.201,0.598,19,903,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0194,Wea Laung Station Hospital,ဝဲလောင်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,high confidence,21.150875000000042,95.37555700000007,0.213,0.18,0.597,29,572,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0195,Kyaw Zi Station Hospital,ကျော်ဇီတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,high confidence,21.317068000000063,95.18214000000006,0.136,0.05,0.589,21,301,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0196,Za Gyan Station Hospital,ဇဂျမ်းတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,high confidence,21.261705000000063,95.30649300000005,0.227,0.149,0.553,18,312,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0197,Yone Si Gyi Station Hospital,ရုံးစည်ကြီးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,high confidence,21.19571200000007,95.58423100000005,0.252,0.216,0.551,27,480,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0198,Natogyi Township Hospital,နွားထိုးကြီးမြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,high confidence,21.425379000000078,95.64944100000008,0.224,0.234,0.566,12,1843,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0199,Thu Soe Station Hospital,တံဇိုးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,high confidence,21.387767000000053,95.50476300000008,0.17,0.218,0.433,28,319,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0200,Wet Lu Station Hospital,ဝက်လူးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,high confidence,21.530509000000052,95.73583400000007,0.214,0.159,0.559,11,364,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0201,Ka Nar Station Hospital,ကန်နားတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,high confidence,21.461234000000047,95.86992600000008,0.169,0.106,0.415,3,551,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0202,Kyaukpadaung Township Hospital,ကျောက်ပန်းတောင်းမြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010020,Kyaukpadaung,high confidence,20.83449100000007,95.12048500000009,0.258,0.105,0.474,12,1965,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0203,Pway Kyit Station Hospital,ပွေးကျစ်တိုက်နယ်ဆေးရုံ,Station,25,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010020,Kyaukpadaung,bestGuess,20.650100000000066,95.12008000000009,0.081,0.181,0.606,3,688,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0204,Let Pan Pyar Station Hospital,လက်ပံပြားတိုက်နယ်ဆေးရုံ,Station,25,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010020,Kyaukpadaung,high confidence,20.81659200000007,95.38369100000006,0.171,0.183,0.574,3,465,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0205,Popa Station Hospital,ပုပ္ပါးတိုက်နယ်ဆေးရုံ,Station,25,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010020,Kyaukpadaung,high confidence,20.935496000000057,95.19702000000007,0.072,0.237,0.619,26,384,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0206,Ngazun Township Hospital,ငါန်းဇွန်မြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D004,Myingyan,MMR010021,Ngazun,high confidence,21.89385100000004,95.68467700000008,0.112,0.236,0.511,23,1037,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0207,Nga Myar Gyi Station Hospital,ငါးမြှားကြီးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D004,Myingyan,MMR010021,Ngazun,high confidence,21.781641000000036,95.46624300000008,0.269,0.148,0.429,6,293,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0208,Myo Thar Station Hospital,မြို့သာတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D004,Myingyan,MMR010021,Ngazun,high confidence,21.693954000000076,95.71842900000007,0.241,0.082,0.493,25,511,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0209,Nyaung-U General Hospital,ညောင်ဦးပြည်သူ့ဆေးရုံ,General,200,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,high confidence,21.18398600000006,94.91161600000004,0.225,0.211,0.627,2,3609,all_weather,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0210,Nyaung-U Township Hospital,ငါ့သရောက်မြို့နယ်ခွဲဆေးရုံ,Township,16,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,high confidence,21.150926000000027,95.13442000000003,0.097,0.169,0.515,8,443,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0211,Bagan Myo Thit Station Hospital,ပုဂံမြို့သစ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,probably accurate,21.136222000000032,94.85661000000005,0.05,0.144,0.589,21,518,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0212,Taung Zin Station Hospital,တောင်ဇင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,high confidence,21.02634500000005,95.01500000000004,0.154,0.122,0.484,9,472,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0213,Sint Ku Station Hospital,စဥ့်ကူးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,high confidence,20.95077800000007,94.86150900000007,0.332,0.172,0.534,21,320,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0214,Yamethin General Hospital,ရမည်းသင်းပြည်သူ့ဆေးရုံ,General,NA,MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,high confidence,20.43633200000005,96.13580100000007,0.213,0.126,0.44,26,562,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0215,Thit Son Gyi Station Hospital,သစ်ဆုံကြီးတိုက်နယ်ဆေးရုံ,Station,NA,MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,bestGuess,20.45812200000006,95.86690200000004,0.153,0.119,0.541,1,526,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0216,Ywar Tan Station Hospital,ရွာတန်းတိုက်နယ်ဆေးရုံ,Station,NA,MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,high confidence,20.476215000000025,96.01327400000008,0.215,0.175,0.51,0,536,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0217,Htee Hlaing Station Hospital,ထီးလှိုင်တိုက်နယ်ဆေးရုံ,Station,NA,MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,high confidence,20.36838800000004,96.20595700000007,0.093,0.132,0.457,28,292,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0218,Pyar Si Station Hospital,ပျားစီတိုက်နယ်ဆေးရုံ,Station,NA,MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,high confidence,20.284672000000057,95.94103700000005,0.169,0.171,0.493,15,290,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0219,Pyawbwe Township Hospital,ပျော်ဘွယ်မြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,high confidence,20.60220300000003,96.04300600000005,0.208,0.186,0.517,15,1909,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0220,Shwe Nyaung Hpu Station Hospital,ရွှေညောင်ဖူးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,high confidence,20.582389000000035,96.19522400000005,0.182,0.088,0.491,13,399,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0221,Yin Taw Station Hospital,ယင်းတော်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,high confidence,20.709689000000026,95.94434600000005,0.234,0.128,0.634,13,360,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0222,Taung Nyaung Station Hospital,တောင်ညောင်ကုန်းတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,high confidence,20.506056000000058,95.77361300000007,0.208,0.243,0.503,20,435,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0223,Yan Aung Station Hospital,ရန်အောင်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,high confidence,20.541336000000058,95.96903500000008,0.227,0.087,0.493,17,505,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0224,Anauk Hlyaw Hpyu Kone Station Hospital,အနောက်လျှော်ဖြူကုန်းတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,bestGuess,20.679400000000044,96.13945000000007,0.146,0.05,0.363,4,622,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0225,Thee Pin Station Hospital,သီးပင်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,probably accurate,20.598051000000055,95.94898700000005,0.241,0.05,0.447,18,355,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0226,Traditional Hospital,တိုင်းရင်းဆေးရုံ,NA,16,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,high confidence,20.61787300000003,96.03866500000004,0.285,0.158,0.491,20,610,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0227,Meiktila General Hospital,မိတ္ထီလာပြည်သူ့ဆေးရုံကြီး,General,200,MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,high confidence,20.87662400000005,95.84472700000003,0.21,0.232,0.572,3,3124,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0228,Shan Ma Nge Station Hospital,ရှမ်းမငယ်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,bestGuess,20.838500000000067,95.61742000000004,0.134,0.149,0.606,11,462,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0229,Ah Lel Station Hospital,အလယ်ရွာတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,high confidence,20.767490000000066,95.77322300000009,0.267,0.229,0.498,23,494,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0230,Mahlaing Township Hospital,မလှိုင်မြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D007,Meiktila,MMR010029,Mahlaing,high confidence,21.097917000000052,95.64540300000004,0.191,0.05,0.62,18,882,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0231,Kyauk Tan Station Hospital,ကျောက်တန်းတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D007,Meiktila,MMR010029,Mahlaing,high confidence,21.066947000000027,95.58670600000005,0.271,0.18,0.514,4,296,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0232,Se To Station Hospital,ဆည်တိုတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D007,Meiktila,MMR010029,Mahlaing,high confidence,20.94548700000007,95.59848800000003,0.16,0.25,0.512,1,408,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0233,Hnaw Kan Station Hospital,နှောကန်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D007,Meiktila,MMR010029,Mahlaing,high confidence,21.24849000000006,95.70252900000008,0.274,0.089,0.503,17,626,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0234,Thazi Township Hospital,သာစည်မြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,high confidence,20.851008000000036,96.04729000000003,0.21,0.147,0.53,13,1495,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0235,Yin Mar Pin Station Hospital,ယင်းမာပင်တိုက်နယ်ဆေးရုံ,Station,25,MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,high confidence,20.75790200000006,96.31403600000004,0.206,0.115,0.635,28,958,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0236,Nyaung Yan Station Hospital,ညောင်ရမ်းတိုက်နယ်ဆေးရုံ,Station,25,MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,high confidence,20.754151000000036,96.05233700000008,0.285,0.106,0.353,15,878,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0237,Han Zar Station Hospital,ဟံဇားတိုက်နယ်ဆေးရုံ,Station,25,MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,probably accurate,21.000929000000042,96.03473700000006,0.169,0.14,0.375,27,667,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0238,Wundwin Township Hospital,ဝမ်းတွင်းမြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,high confidence,21.09418400000004,96.03340100000008,0.146,0.256,0.492,6,1731,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0239,Pin Ta Le Station Hospital,ပင်းတလဲတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,high confidence,21.172633000000076,95.84838700000006,0.16,0.267,0.511,13,247,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0240,Nay Pu Kone Station Hospital,နေပူကုန်းတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,high confidence,21.194416000000047,95.94042000000007,0.214,0.136,0.558,4,284,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0241,Nyaung Oke Hpee Station Hospital,ညောင်အုပ်ဖီးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,high confidence,21.116224000000045,96.09484200000009,0.093,0.271,0.543,17,572,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0242,Sittwe General Hospital,စစ်တွေပြည်သူ့ဆေးရုံကြီး,General,500,MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,high confidence,20.137564000000054,92.89873200000005,0.438,0.352,0.773,5,17460,all_weather,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0243,War Bo Station Hospital,ဝါဘိုတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,high confidence,20.227996000000076,92.89512100000007,0.155,0.262,0.581,14,333,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
